Ls_num,Name,Portfolio,Rank,Year,appointment_begin,appointment_end,Constituency_No,State_name,Poll_No,gender,party,ID,start_source,end_source
17,Rao Inderjit Singh,Planning,MoS(IC),2019,30-05-2019,Current,9,Haryana,0,M,BJP,17_Haryana_9_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Faggansingh Kulaste,"Ports, Shipping and Waterways",MoS,2019,07-07-2021,Current,14,Madhya_Pradesh,0,M,BJP,17_Madhya_Pradesh_14_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Mansukh Mandaviya,"Ports, Shipping and Waterways",MoS(IC),2019,30-05-2019,07-07-2021,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Sarbananda Sonowal,"Ports, Shipping and Waterways",CM,2019,07-07-2021,Current,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Shantanu Thakur,"Ports, Shipping and Waterways",MoS,2019,07-07-2021,Current,14,West_Bengal,0,M,BJP,17_West_Bengal_14_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Shripad Yesso Naik,"Ports, Shipping and Waterways",MoS,2019,07-07-2021,Current,1,Goa,0,M,BJP,17_Goa_1_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Krishan Pal,Power,MoS,2019,07-07-2021,Current,10,Haryana,0,M,BJP,17_Haryana_10_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Raj Kumar Singh,Power,MoS(IC),2019,30-05-2019,07-07-2021,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Raj Kumar Singh,Power,CM,2019,07-07-2021,Current,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Narendra Modi,Prime Minister,PM,2019,30-05-2019,Current,77,Uttar_Pradesh,0,M,BJP,17_Uttar_Pradesh_77_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Dr. Jitendra Singh,Prime Minister's Office,MoS,2019,30-05-2019,Current,5,Jammu_&_Kashmir,0,M,BJP,17_Jammu_&_Kashmir_5_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Angadi Suresh Channabasappa,Railways,MoS,2019,30-05-2019,23-09-2020,2,Karnataka,0,M,BJP,17_Karnataka_2_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_2405.pdf
17,Shri Ashwini Vaishnaw,Railways,CM,2019,07-07-2021,Current,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Danve Raosaheb Dadarao,Railways,MoS,2019,07-07-2021,Current,18,Maharashtra,0,M,BJP,17_Maharashtra_18_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Piyush Goyal,Railways,CM,2019,30-05-2019,07-07-2021,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Smt. Darshana Vikram Jardosh,Railways,MoS,2019,07-07-2021,Current,24,Gujarat,0,F,BJP,17_Gujarat_24_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,General (Retd.) V. K. Singh,Road Transport and Highways,MoS,2019,30-05-2019,Current,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Nitin Jairam Gadkari,Road Transport and Highways,CM,2019,30-05-2019,Current,10,Maharashtra,0,M,BJP,17_Maharashtra_10_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Sadhvi Niranjan Jyoti,Rural Development,MoS,2019,30-05-2019,Current,49,Uttar_Pradesh,0,F,BJP,17_Uttar_Pradesh_49_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Giriraj Singh,Rural Development,CM,2019,07-07-2021,Current,24,Bihar,0,M,BJP,17_Bihar_24_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Narendra Singh Tomar,Rural Development,CM,2019,30-05-2019,07-07-2021,1,Madhya_Pradesh,0,M,BJP,17_Madhya_Pradesh_1_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Dr. Harsh Vardhan,Science and Technology,CM,2019,30-05-2019,07-07-2021,1,Delhi,0,M,BJP,17_Delhi_1_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Dr. Jitendra Singh,Science and Technology,MoS(IC),2019,07-07-2021,Current,5,Jammu_&_Kashmir,0,M,BJP,17_Jammu_&_Kashmir_5_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Dr. Mahendra Nath Pandey,Skill Development and Entrepreneurship,CM,2019,30-05-2019,07-07-2021,76,Uttar_Pradesh,0,M,BJP,17_Uttar_Pradesh_76_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Dharmendra Pradhan,Skill Development and Entrepreneurship,CM,2019,07-07-2021,Current,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Raj Kumar Singh,Skill Development and Entrepreneurship,MoS,2019,30-05-2019,07-07-2021,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Rajeev Chandrasekhar,Skill Development and Entrepreneurship,MoS,2019,07-07-2021,Current,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Dr. Virendra Kumar,Social Justice and Empowerment,CM,2019,07-07-2021,Current,6,Madhya_Pradesh,0,M,BJP,17_Madhya_Pradesh_6_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri A. Narayanaswamy,Social Justice and Empowerment,MoS,2019,07-07-2021,Current,18,Karnataka,0,M,BJP,17_Karnataka_18_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Krishan Pal,Social Justice and Empowerment,MoS,2019,30-05-2019,07-07-2021,10,Haryana,0,M,BJP,17_Haryana_10_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Ramdas Athawale,Social Justice and Empowerment,MoS,2019,30-05-2019,Current,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Rattan Lal Kataria,Social Justice and Empowerment,MoS,2019,30-05-2019,07-07-2021,1,Haryana,0,M,BJP,17_Haryana_1_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Thaawar Chand Gehlot,Social Justice and Empowerment,CM,2019,30-05-2019,07-07-2021,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Sushri Pratima Bhoumik,Social Justice and Empowerment,MoS,2019,07-07-2021,Current,1,Tripura,0,F,BJP,17_Tripura_1_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Rao Inderjit Singh,Statistics and Programme Implementation,MoS(IC),2019,30-05-2019,Current,9,Haryana,0,M,BJP,17_Haryana_9_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Dharmendra Pradhan,Steel,CM,2019,30-05-2019,07-07-2021,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Faggansingh Kulaste,Steel,MoS,2019,30-05-2019,07-07-2021,14,Madhya_Pradesh,0,M,BJP,17_Madhya_Pradesh_14_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Ramchandra Prasad Singh,Steel,CM,2019,07-07-2021,Current,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Piyush Goyal,Textiles,CM,2019,07-07-2021,Current,,,,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Smt. Darshana Vikram Jardosh,Textiles,MoS,2019,07-07-2021,Current,24,Gujarat,0,F,BJP,17_Gujarat_24_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Smt. Smriti Zubin Irani,Textiles,CM,2019,30-05-2019,07-07-2021,37,Uttar_Pradesh,0,F,BJP,17_Uttar_Pradesh_37_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Ajay Bhatt,Tourism,MoS,2019,07-07-2021,Current,4,Uttarakhand,0,M,BJP,17_Uttarakhand_4_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Faggansingh Kulaste,Tourism,MoS,2019,07-07-2021,Current,14,Madhya_Pradesh,0,M,BJP,17_Madhya_Pradesh_14_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri G. Kishan Reddy,Tourism,CM,2019,07-07-2021,Current,8,Telangana,0,M,BJP,17_Telangana_8_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Prahalad Singh Patel,Tourism,MoS(IC),2019,30-05-2019,07-07-2021,7,Madhya_Pradesh,0,M,BJP,17_Madhya_Pradesh_7_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Shripad Yesso Naik,Tourism,MoS,2019,07-07-2021,Current,1,Goa,0,M,BJP,17_Goa_1_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Arjun Munda,Tribal Affairs,CM,2019,30-05-2019,Current,11,Jharkhand,0,M,BJP,17_Jharkhand_11_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Bishweswar Tudu,Tribal Affairs,MoS,2019,07-07-2021,Current,5,Odisha,0,M,BJP,17_Odisha_5_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Smt. Renuka Singh Saruta,Tribal Affairs,MoS,2019,30-05-2019,Current,1,Chhattisgarh,0,F,BJP,17_Chhattisgarh_1_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Dr. Munjapara Mahendrabhai,Women and Child Development,MoS,2019,07-07-2021,Current,9,Gujarat,0,M,BJP,17_Gujarat_9_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Smt. Smriti Zubin Irani,Women and Child Development,CM,2019,30-05-2019,Current,37,Uttar_Pradesh,0,F,BJP,17_Uttar_Pradesh_37_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Sushri Debasree Chaudhuri,Women and Child Development,MoS,2019,30-05-2019,07-07-2021,5,West_Bengal,0,F,BJP,17_West_Bengal_5_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Anurag Singh Thakur,Youth Affairs and Sports,CM,2019,07-07-2021,Current,3,Himachal_Pradesh,0,M,BJP,17_Himachal_Pradesh_3_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Kiren Rijiju,Youth Affairs and Sports,MoS(IC),2019,30-05-2019,07-07-2021,1,Arunachal_Pradesh,0,M,BJP,17_Arunachal_Pradesh_1_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1859.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
17,Shri Nisith Pramanik,Youth Affairs and Sports,MoS,2019,07-07-2021,Current,1,West_Bengal,0,M,BJP,17_West_Bengal_1_0_1,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_3076.pdf
