Ls_num,Name,Portfolio,Rank,Year,appointment_begin,Constituency_No,State_name,Poll_No,gender,party,ID
17,Shri Hardeep Singh Puri,Petroleum and Natural Gas; and Housing and Urban Affairs,CM,2019,07-07-2021,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,Shri Mansukh L. Mandaviya,Shipping; and Chemicals and Fertilizers.,MoS(IC),2019,30-05-2019,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,Shri Faggansingh Kulaste,Steel,MoS,2019,30-05-2019,14,Madhya_Pradesh,0,M,BJP,17_Madhya_Pradesh_14_0_1
17,Shri Faggansingh Kulaste,"Ports, Shipping and Waterways; and Tourism",MoS,2019,07-07-2021,14,Madhya_Pradesh,0,M,BJP,17_Madhya_Pradesh_14_0_1
17,Shri Ashwini Kumar Choubey,Health and Family Welfare,MoS,2019,30-05-2019,33,Bihar,0,M,BJP,17_Bihar_33_0_1
17,Shri Ashwini Kumar Choubey,"Consumer Affairs, Food and Public Distribution; and Environment, Forest and Climate Change",MoS,2019,07-07-2021,33,Bihar,0,M,BJP,17_Bihar_33_0_1
17,Shri Arjun Ram Meghwal,"Parliamentary Affairs; and
Heavy Industries and Public Enterprises",MoS,2019,30-05-2019,2,Rajasthan,0,M,BJP,17_Rajasthan_2_0_1
17,Shri Arjun Ram Meghwal,Parliamentary Affairs; and Heavy Industries and Public Enterprises,MoS,2019,14-06-2019,2,Rajasthan,0,M,BJP,17_Rajasthan_2_0_1
17,Shri Arjun Ram Meghwal,Parliamentary Affairs; and Heavy Industries and PublicEnterprises,MoS,2019,12-11-2019,2,Rajasthan,0,M,BJP,17_Rajasthan_2_0_1
17,Shri Arjun Ram Meghwal,Parliamentary Affairs; and Heavy Industries and Public Enterprises,MoS,2019,14-08-2020,2,Rajasthan,0,M,BJP,17_Rajasthan_2_0_1
17,Shri Arjun Ram Meghwal,Parliamentary Affairs; and Culture,MoS,2019,07-07-2021,2,Rajasthan,0,M,BJP,17_Rajasthan_2_0_1
17,General (Retd.) V.K. Singh,Road Transport and Highways,MoS,2019,30-05-2019,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,General (Retd.) V.K. Singh,Road Transport and Highway,MoS,2019,14-06-2019,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,General (Retd.) V.K. Singh,Road Transport and Highways,MoS,2019,12-11-2019,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,General (Retd.) V.K. Singh,State in the Mi~istry of Road Transport and Highways,MoS,2019,09-11-2020,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,Shri Krishan Pal,Social Justice and Empowerment,MoS,2019,30-05-2019,10,Haryana,0,M,BJP,17_Haryana_10_0_1
17,Shri Krishan Pal,Power; and Heavy Industries,MoS,2019,07-07-2021,10,Haryana,0,M,BJP,17_Haryana_10_0_1
17,Shri Danve Raosaheb Dadarao,"Consumer Affairs, Food and Public Distribution",MoS,2019,30-05-2019,18,Maharashtra,0,M,BJP,17_Maharashtra_18_0_1
17,Shri Danve Raosaheb Dadarao,Railways; Coal; and Mines,MoS,2019,07-07-2021,18,Maharashtra,0,M,BJP,17_Maharashtra_18_0_1
17,Shri G. Kishan Reddy,Home Affairs,MoS,2019,30-05-2019,8,Telangana,0,M,BJP,17_Telangana_8_0_1
17,Shri G. Kishan Reddy,Culture; Tourism; and Development of North Eastern Region,CM,2019,07-07-2021,8,Telangana,0,M,BJP,17_Telangana_8_0_1
17,Shri Parshottam Rupala,Agriculture and Farmers Welfare,MoS,2019,30-05-2019,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,Shri Parshottam Rupala,"Fisheries, Animal Husbandry and Dairying",CM,2019,07-07-2021,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,Shri Ramdas Athawale,Social Justice and Empowerment,MoS,2019,30-05-2019,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,Sadhvi Niranjan Jyoti,Rural Development,MoS,2019,30-05-2019,49,Uttar_Pradesh,0,F,BJP,17_Uttar_Pradesh_49_0_1
17,Sadhvi Niranjan Jyoti,"Consumer Affairs, Food and Public Distribution; and Rural Development",MoS,2019,07-07-2021,49,Uttar_Pradesh,0,F,BJP,17_Uttar_Pradesh_49_0_1
17,Shri Babul Supriyo,"Environment, Forest and Climate Change",MoS,2019,30-05-2019,40,West_Bengal,0,M,BJP,17_West_Bengal_40_0_1
17,Shri Sanjeev Kumar Balyan,"Animal Husbandry, Dairying and Fisheries",MoS,2019,30-05-2019,3,Uttar_Pradesh,0,M,BJP,17_Uttar_Pradesh_3_0_1
17,Shri Sanjeev Kumar Balyan,"Fisheries, Animal Husbandry and Dairying",MoS,2019,14-06-2019,3,Uttar_Pradesh,0,M,BJP,17_Uttar_Pradesh_3_0_1
17,Shri Sanjeev Kumar Balyan,"Fisheries, Animal Husbandry and Dairying",MoS,2019,12-11-2019,3,Uttar_Pradesh,0,M,BJP,17_Uttar_Pradesh_3_0_1
17,Shri Sanjeev Kumar Balyan,"Fisheries, Animal Husbandry and Dairying",MoS,2019,14-08-2020,3,Uttar_Pradesh,0,M,BJP,17_Uttar_Pradesh_3_0_1
17,Shri Dhotre Sanjay Shamrao,"Human Resource Development; Communications; and
Electronics and Information Technology",MoS,2019,30-05-2019,6,Maharashtra,0,M,BJP,17_Maharashtra_6_0_1
17,Shri Dhotre Sanjay Shamrao,Human Resource Development; Communications; and Electronics and Information Technology,MoS,2019,14-06-2019,6,Maharashtra,0,M,BJP,17_Maharashtra_6_0_1
17,Shri Dhotre Sanjay Shamrao,Education; Communications; and Electronics and Information Technology,MoS,2019,14-08-2020,6,Maharashtra,0,M,BJP,17_Maharashtra_6_0_1
17,Shri Anurag Singh Thakur,"Finance; and
Corporate Affairs",MoS,2019,30-05-2019,3,Himachal_Pradesh,0,M,BJP,17_Himachal_Pradesh_3_0_1
17,Shri Anurag Singh Thakur,Finance; and Corporate Affairs,MoS,2019,14-06-2019,3,Himachal_Pradesh,0,M,BJP,17_Himachal_Pradesh_3_0_1
17,Shri Angadi Suresh Channabasappa,Railways,MoS,2019,30-05-2019,2,Karnataka,0,M,BJP,17_Karnataka_2_0_1
17,Shri Nityanand Rai,Home Affairs,MoS,2019,30-05-2019,22,Bihar,0,M,BJP,17_Bihar_22_0_1
17,Shri Rattan Lal Kataria,"Jal Shakti; and
Social Justice and Empowerment",MoS,2019,30-05-2019,1,Haryana,0,M,BJP,17_Haryana_1_0_1
17,Shri Rattan Lal Kataria,Jal Shakti; and Social Justice and Empowerment,MoS,2019,14-06-2019,1,Haryana,0,M,BJP,17_Haryana_1_0_1
17,Shri V. Muraleedharan,"External Affairs; and
Parliamentary Affairs",MoS,2019,30-05-2019,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,Shri V. Muraleedharan,External Affairs; and Parliamentary Affairs,MoS,2019,14-06-2019,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,Shri V. Muraleedharan,External Affairs; and Parliamentary Affairs,MoS,2019,12-11-2019,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,Shri V. Muraleedharan,External Affairs; and Parliamentary Affairs,MoS,2019,14-08-2020,NA,NA,NA,NA,NA,17_NA_NA_NA_1
17,Smt. Renuka Singh Saruta,Tribal Affairs,MoS,2019,30-05-2019,1,Chhattisgarh,0,F,BJP,17_Chhattisgarh_1_0_1
17,Shri Som Parkash,Commerce and Industry,MoS,2019,30-05-2019,5,Punjab,0,M,BJP,17_Punjab_5_0_1
17,Shri Rameswar Teli,Food Processing Industries,MoS,2019,30-05-2019,13,Assam,0,M,BJP,17_Assam_13_0_1
17,Shri Rameswar Teli,Petroleum and Natural Gas; and Labour and Employment,MoS,2019,07-07-2021,13,Assam,0,M,BJP,17_Assam_13_0_1
17,Shri Pratap Chandra Sarangi,"Micro, Small and Medium Enterprises; and Animal Husbandry, Dairying and Fisheries",MoS,2019,30-05-2019,6,Odisha,0,M,BJP,17_Odisha_6_0_1
17,Shri Pratap Chandra Sarangi,"Micro, Small and Medium Enterprises; and Fisheries, Animal Husbandry and Dairying",MoS,2019,14-06-2019,6,Odisha,0,M,BJP,17_Odisha_6_0_1
